Key,Original Text,File,Line,Type
"admin.ArticleManagement.no_articles_found","No articles found","src/components/admin/ArticleManagement.tsx",680,jsx
"admin.ArticleManagement.tag1_tag2_tag3","tag1, tag2, tag3","src/components/admin/ArticleManagement.tsx",221,prop
"admin.ArticleManagement.edit_article","Edit article","src/components/admin/ArticleManagement.tsx",303,prop
"admin.ArticleManagement.delete_article","Delete article","src/components/admin/ArticleManagement.tsx",310,prop
"admin.ArticleCleanup.test_article_cleanup","Test Article Cleanup","src/components/admin/ArticleCleanup.tsx",162,jsx
"admin.ArticleCleanup.test_article_statistics","Test Article Statistics","src/components/admin/ArticleCleanup.tsx",175,jsx
"admin.ArticleCleanup.total_test_articles","Total Test Articles:","src/components/admin/ArticleCleanup.tsx",178,jsx
"admin.ArticleCleanup.date_range","Date Range:","src/components/admin/ArticleCleanup.tsx",183,jsx
"admin.ArticleCleanup.by_category","By Category:","src/components/admin/ArticleCleanup.tsx",190,jsx
"admin.ArticleCleanup.title_patterns","Title patterns:","src/components/admin/ArticleCleanup.tsx",213,jsx
"admin.ArticleCleanup.categories","Categories:","src/components/admin/ArticleCleanup.tsx",216,jsx
"admin.ArticleCleanup.tags","Tags:","src/components/admin/ArticleCleanup.tsx",219,jsx
"admin.ArticleCleanup.content_patterns","Content patterns:","src/components/admin/ArticleCleanup.tsx",222,jsx
"admin.ArticleCleanup.duplicate_articles","Duplicate Articles","src/components/admin/ArticleCleanup.tsx",282,jsx
"admin.ArticleCleanup.delete_all_test_articles","Delete All Test Articles","src/components/admin/ArticleCleanup.tsx",322,prop
"admin.ArticleCleanup.delete_duplicate_articles","Delete Duplicate Articles","src/components/admin/ArticleCleanup.tsx",334,prop
"admin.AdminSidebar.","🎯","src/components/admin/AdminSidebar.tsx",126,jsx
"admin.AdminSidebar.admin_dashboard","Admin Dashboard","src/components/admin/AdminSidebar.tsx",174,jsx
"admin.AdminSidebar.close_sidebar","Close sidebar","src/components/admin/AdminSidebar.tsx",135,prop
"admin.AdminGuard.","🚫","src/components/admin/AdminGuard.tsx",93,jsx
"mood-boards.MoodBoardPreview.status","Status:","src/components/admin/mood-boards/MoodBoardPreview.tsx",85,jsx
"mood-boards.MoodBoardPreview.sort_order","Sort Order:","src/components/admin/mood-boards/MoodBoardPreview.tsx",91,jsx
"mood-boards.MoodBoardPreview.created","Created:","src/components/admin/mood-boards/MoodBoardPreview.tsx",94,jsx
"mood-boards.MoodBoardPreview.updated","Updated:","src/components/admin/mood-boards/MoodBoardPreview.tsx",99,jsx
"mood-boards.MoodBoardEditor.lineargradient135deg_667eea_0_","linear-gradient(135deg, #667eea 0%, #764ba2 100%)","src/components/admin/mood-boards/MoodBoardEditor.tsx",430,prop
"mood-boards.KanjiSearchInput.","🔍","src/components/admin/mood-boards/KanjiSearchInput.tsx",137,jsx
"mood-boards.KanjiSearchInput.try_searching_by_meaning_readi","Try searching by meaning, reading, or character","src/components/admin/mood-boards/KanjiSearchInput.tsx",139,jsx
"mood-boards.KanjiSearchInput.0_","0 &&","src/components/admin/mood-boards/KanjiSearchInput.tsx",161,jsx
"mood-boards.KanjiEditor.quick_add_from_search","Quick Add from Search","src/components/admin/mood-boards/KanjiEditor.tsx",100,jsx
"mood-boards.KanjiEditor.add_new_kanji","Add New Kanji","src/components/admin/mood-boards/KanjiEditor.tsx",186,jsx
"mood-boards.KanjiEditor.search_and_add_kanji_instantly","Search and add kanji instantly...","src/components/admin/mood-boards/KanjiEditor.tsx",103,prop
"mood-boards.KanjiEditor._","もく, ぼく","src/components/admin/mood-boards/KanjiEditor.tsx",224,prop
"mood-boards.KanjiEditor._","き, こ","src/components/admin/mood-boards/KanjiEditor.tsx",237,prop
"mood-boards.KanjiEditor._thursday_lumber","木曜日 (Thursday), 木材 (lumber)","src/components/admin/mood-boards/KanjiEditor.tsx",250,prop
"mood-boards.JsonEditor.json_editor","JSON Editor","src/components/admin/mood-boards/JsonEditor.tsx",198,jsx
"mood-boards.JsonEditor.json_parse_error","JSON Parse Error:","src/components/admin/mood-boards/JsonEditor.tsx",225,jsx
"mood-boards.JsonEditor.validation_errors","Validation Errors:","src/components/admin/mood-boards/JsonEditor.tsx",231,jsx
"mood-boards.JsonEditor.required_fields","Required Fields:","src/components/admin/mood-boards/JsonEditor.tsx",278,jsx
"mood-boards.JsonEditor._string_mood_board_title","- String: Mood board title","src/components/admin/mood-boards/JsonEditor.tsx",280,jsx
"mood-boards.JsonEditor._string_emoji_character_12_cha","- String: Emoji character (1-2 chars)","src/components/admin/mood-boards/JsonEditor.tsx",281,jsx
"mood-boards.JsonEditor._string_one_of_n5_n4_n3_n2_n1","- String: One of ""N5"", ""N4"", ""N3"", ""N2"", ""N1""","src/components/admin/mood-boards/JsonEditor.tsx",282,jsx
"mood-boards.JsonEditor._string_css_gradient_or_color","- String: CSS gradient or color","src/components/admin/mood-boards/JsonEditor.tsx",283,jsx
"mood-boards.JsonEditor._string_description_text","- String: Description text","src/components/admin/mood-boards/JsonEditor.tsx",284,jsx
"mood-boards.JsonEditor._array_array_of_kanji_objects","- Array: Array of kanji objects","src/components/admin/mood-boards/JsonEditor.tsx",285,jsx
"mood-boards.JsonEditor._boolean_whether_visible_to_us","- Boolean: Whether visible to users","src/components/admin/mood-boards/JsonEditor.tsx",286,jsx
"mood-boards.JsonEditor.kanji_object_structure","Kanji Object Structure:","src/components/admin/mood-boards/JsonEditor.tsx",290,jsx
"feature-matrix.FeatureMatrixTable._not_available","❌ Not Available","src/components/admin/feature-matrix/FeatureMatrixTable.tsx",228,jsx
"feature-matrix.FeatureMatrixTable._available","✅ Available","src/components/admin/feature-matrix/FeatureMatrixTable.tsx",229,jsx
"feature-matrix.FeatureMatrixTable._unlimited","∞ Unlimited","src/components/admin/feature-matrix/FeatureMatrixTable.tsx",230,jsx
"feature-matrix.FeatureMatrixTable.numbers_dailytotal_limits","Numbers = Daily/Total Limits","src/components/admin/feature-matrix/FeatureMatrixTable.tsx",231,jsx
"feature-matrix.FeatureMatrixTable.search_features","Search features...","src/components/admin/feature-matrix/FeatureMatrixTable.tsx",178,prop
"feature-matrix.EditableFeatureMatrix.","✏️","src/components/admin/feature-matrix/EditableFeatureMatrix.tsx",167,jsx
